"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Item_Type_Combined","Outlet_Years"
"1006","FDU37","9.5","1",0.104421237,80.196,"OUT013","2","3","1",2157.192,"train","0",26
"1007","FDI57","19.85","0",0.053980686,196.8768,"OUT013","2","3","1",2561.9984,"train","0",26
"1008","FDM45","8.655","1",0.088121336,119.7756,"OUT013","2","3","1",2059.9852,"train","0",26
"1009","FDC26","10.195","0",0.126359196,109.2886,"OUT035","0","2","1",1334.2632,"train","0",9
"1010","FDU14",NA,"0",0.034584356,248.375,"OUT027","1","3","3",10236.675,"train","0",28
"1011","FDB26","14","1",0.031267496,51.464,"OUT046","0","1","1",692.432,"train","0",16
"1012","FDC29","8.39","1",0.024304264,114.0176,"OUT018","1","3","2",1488.7288,"train","0",4
"1013","FDY58","11.65","0",0.040144377,228.9694,"OUT017","0","2","1",6622.7126,"train","0",6
"1014","FDR59","14.5","1",0.063851475,260.4594,"OUT035","0","2","1",3139.9128,"train","0",9
"1015","FDS03",NA,"0",0.079243005,65.8826,"OUT027","1","3","3",1614.565,"train","0",28
"1016","FDR43","18.2","0",0.161355122,38.319,"OUT013","2","3","1",585.904,"train","0",26
"1017","FDZ25",NA,"1",0.02748331,169.379,"OUT027","1","3","3",5602.707,"train","0",28
"1018","NCN26","10.85","0",0.028738058,117.1808,"OUT045","0","2","1",703.0848,"train","2",11
"1019","FDO38","17.25","0",0.073135768,77.2986,"OUT018","1","3","2",1012.6818,"train","0",4
"1020","FDP28","13.65","1",0.081096613,261.2936,"OUT017","0","2","1",3131.9232,"train","0",6
"1021","FDG31","12.15","0",0.063430788,65.4826,"OUT010","0","3","0",258.3304,"train","0",15
"1022","FDI45","13.1","0",0.037549969,176.1054,"OUT013","2","3","1",4027.4242,"train","0",26
"1023","NCS54","13.6","0",0.016726506,176.037,"OUT010","0","3","0",352.874,"train","2",15
"1024","FDE17","20.1","1",0.054565932,152.2366,"OUT045","0","2","1",2418.1856,"train","0",11
"1025","NCG06","16.35","0",0.029445361,257.6646,"OUT046","0","1","1",2061.3168,"train","2",16
"1026","FDQ57",NA,"0",0.048932713,144.476,"OUT019","0","1","0",146.476,"train","0",28
"1027","NCB31","6.235","0",0.118651919,263.991,"OUT035","0","2","1",4207.856,"train","2",9
"1028","NCP29","8.42","0",0.112728355,65.8168,"OUT018","1","3","2",830.9184,"train","2",4
"1029","NCX29",NA,"0",0.156094569,144.3102,"OUT019","0","1","0",145.8102,"train","2",28
"1030","FDU37","9.5","1",0.104933928,78.796,"OUT018","1","3","2",1198.44,"train","0",4
"1031","FDM02","12.5","1",0.12341737,86.0198,"OUT010","0","3","0",87.2198,"train","0",15
"1032","FDN16","12.6","1",0.062700289,102.199,"OUT046","0","1","1",1960.781,"train","0",16
"1033","FDR46","16.85","0",0.139417654,147.476,"OUT046","0","1","1",2929.52,"train","0",16
"1034","FDE50",NA,"1",0.01612717,189.3556,"OUT027","1","3","3",2253.0672,"train","0",28
"1035","FDL52","6.635","1",0.077145553,39.8506,"OUT010","0","3","0",75.9012,"train","0",15
"1036","FDQ49","20.2","1",0.039215075,157.663,"OUT013","2","3","1",2190.482,"train","0",26
"1037","FDI14","14.1","0",0.089859642,140.2496,"OUT045","0","2","1",1693.7952,"train","0",11
"1038","FDS16","15.15","1",0.066121873,145.676,"OUT013","2","3","1",3661.9,"train","0",26
"1039","FDU15","13.65","1",0.026643448,37.9532,"OUT049","1","1","1",862.8768,"train","0",14
"1040","NCG43",NA,"0",0.073879939,94.0462,"OUT027","1","3","3",1850.924,"train","2",28
"1041","FDR23",NA,"0",0.08139146,177.837,"OUT027","1","3","3",6351.732,"train","0",28
"1042","FDS52",NA,"0",0.005448005,102.1016,"OUT027","1","3","3",3542.056,"train","0",28
"1043","NCP18","12.15","0",0.028714747,151.9708,"OUT018","1","3","2",3611.2992,"train","2",4
"1044","DRF23",NA,"0",0.122058364,172.8396,"OUT027","1","3","3",7152.0236,"train","1",28
"1045","FDO09","13.5","1",0.125528734,262.191,"OUT045","0","2","1",6048.793,"train","0",11
"1046","FDB40","17.5","1",0.007555176,145.9102,"OUT045","0","2","1",2187.153,"train","0",11
"1047","DRK37",NA,"0",0.077046505,189.453,"OUT019","0","1","0",759.012,"train","1",28
"1048","DRN11","7.85","0",0.162980276,145.2444,"OUT046","0","1","1",1451.444,"train","1",16
"1049","FDE22","9.695","0",0.029632784,159.692,"OUT045","0","2","1",958.752,"train","0",11
"1050","FDF04","17.5","0",0.013634468,256.4304,"OUT035","0","2","1",1808.3128,"train","0",9
"1051","FDE41","9.195","1",0.064376263,83.1566,"OUT017","0","2","1",1099.2358,"train","0",6
"1052","FDW08",NA,"0",0.147663025,106.028,"OUT027","1","3","3",1810.976,"train","0",28
"1053","NCD54","21.1","0",0.029003459,143.4786,"OUT035","0","2","1",2311.6576,"train","2",9
"1054","FDZ33","10.195","0",0.107834541,146.5076,"OUT018","1","3","2",1330.2684,"train","0",4
"1055","FDO23","17.85","0",0.146399663,93.8436,"OUT035","0","2","1",1418.154,"train","0",9
"1056","FDN34","15.6","1",0.04575559,167.1132,"OUT035","0","2","1",2874.9244,"train","0",9
"1057","FDL39","16.1","1",0.063278652,182.1318,"OUT013","2","3","1",2345.6134,"train","0",26
"1058","FDT28","13.3","0",0.063664998,151.6708,"OUT049","1","1","1",3912.2408,"train","0",14
"1059","FDH33","12.85","0",0.122221269,45.9428,"OUT018","1","3","2",1274.3412,"train","0",4
"1060","FDA34","11.5","0",0.014944614,171.808,"OUT017","0","2","1",5712.564,"train","0",6
"1061","FDZ56","16.25","0",0.025732114,166.4474,"OUT035","0","2","1",5390.3168,"train","0",9
"1062","DRH23","14.65","0",0.171281641,54.0614,"OUT017","0","2","1",1160.4894,"train","1",6
"1063","NCO18","13.15","0",0.024646608,177.4686,"OUT035","0","2","1",5510.8266,"train","2",9
"1064","DRG27","8.895","0",0.0659527800739932,42.0138,"OUT018","1","3","2",568.5932,"train","1",4
"1065","FDM28","15.7","0",0.075661985,181.366,"OUT010","0","3","0",179.766,"train","0",15
"1066","NCY41","16.75","0",0.126765903,35.7532,"OUT010","0","3","0",143.8128,"train","2",15
"1067","FDD21","10.3","1",0.030563449,114.4176,"OUT035","0","2","1",2633.9048,"train","0",9
"1068","FDD44","8.05","1",0.078522357,257.1646,"OUT049","1","1","1",6183.9504,"train","0",14
"1069","FDP16","18.6","0",0.039294854,246.6802,"OUT046","0","1","1",2702.4822,"train","0",16
"1070","FDQ37","20.75","0",0.089260667,193.4478,"OUT046","0","1","1",4843.695,"train","0",16
"1071","NCY05","13.5","0",0.05510153,37.0874,"OUT045","0","2","1",952.7598,"train","2",11
"1072","NCE07","8.18","0",0.013127548,142.0154,"OUT035","0","2","1",1985.4156,"train","2",9
"1073","DRI51","17.25","0",0.042233642,173.3764,"OUT035","0","2","1",2061.3168,"train","1",9
"1074","NCI31","20","0",0.081492092,35.519,"OUT045","0","2","1",1025.332,"train","2",11
"1075","FDK60","16.5","1",0.0659527800739932,96.2068,"OUT046","0","1","1",3013.4108,"train","0",16
"1076","FDY12","9.8","1",0.14061104,49.8008,"OUT046","0","1","1",809.6128,"train","0",16
"1077","FDO38","17.25","0",0.072952298,76.0986,"OUT049","1","1","1",623.1888,"train","0",14
"1078","FDP11","15.85","0",0.069087481,218.7166,"OUT035","0","2","1",1088.583,"train","0",9
"1079","FDC21",NA,"1",0.075215349,108.4254,"OUT019","0","1","0",217.0508,"train","0",28
"1080","NCF54","18","0",0.047645037,172.6422,"OUT017","0","2","1",2931.5174,"train","2",6
"1081","FDC35",NA,"0",0.122242847,207.5638,"OUT027","1","3","3",4555.4036,"train","0",28
"1082","FDV43","16","0",0.076975118,46.2086,"OUT049","1","1","1",490.6946,"train","0",14
"1083","DRE12","4.59","0",0.070890602,111.686,"OUT049","1","1","1",1584.604,"train","1",14
"1084","DRE27","11.85","0",0.132560174,97.2726,"OUT013","2","3","1",782.9808,"train","1",26
"1085","DRC36",NA,"1",0.044767032,173.7054,"OUT027","1","3","3",5778.4782,"train","1",28
"1086","FDZ38",NA,"0",0.007962273,174.0422,"OUT027","1","3","3",5173.266,"train","0",28
"1087","NCW42","18.2","0",0.058799705,220.7456,"OUT017","0","2","1",4420.912,"train","2",6
"1088","NCZ18","7.825","0",0.186445212,255.5698,"OUT045","0","2","1",1522.0188,"train","2",11
"1089","FDL13",NA,"1",0.098606543,232.73,"OUT019","0","1","0",932.12,"train","0",28
"1090","NCN18","8.895","0",0.125222705,113.3544,"OUT018","1","3","2",1006.6896,"train","2",4
"1091","FDI41","18.5","1",0.062609071,148.6418,"OUT017","0","2","1",1765.7016,"train","0",6
"1092","FDV22","14.85","1",0.009930514,157.463,"OUT013","2","3","1",2503.408,"train","0",26
"1093","NCB43",NA,"0",0.099428487,187.8898,"OUT027","1","3","3",7296.5022,"train","2",28
"1094","FDQ46","7.51","0",0.103793399,110.1544,"OUT035","0","2","1",2684.5056,"train","0",9
"1095","FDC44","15.6","0",0.0659527800739932,111.9518,"OUT049","1","1","1",2163.1842,"train","0",14
"1096","FDB22","8.02","0",0.111419588,154.3998,"OUT035","0","2","1",3383.5956,"train","0",9
"1097","FDV23","11","0",0.106051405,124.4046,"OUT045","0","2","1",2241.0828,"train","0",11
"1098","FDK10",NA,"1",0.04016342,181.166,"OUT027","1","3","3",3415.554,"train","0",28
"1099","FDF05","17.5","0",0.026925385,264.391,"OUT045","0","2","1",5259.82,"train","0",11
"1100","FDL33","7.235","0",0.099962524,193.8452,"OUT046","0","1","1",1957.452,"train","0",16
"1101","FDD20",NA,"0",0.020614212,126.4046,"OUT027","1","3","3",5353.6978,"train","0",28
"1102","NCM54",NA,"0",0.050692386,125.6678,"OUT027","1","3","3",4832.3764,"train","2",28
"1103","FDW48","18","0",0.008589133,81.0618,"OUT017","0","2","1",1450.1124,"train","0",6
"1104","DRF36","16.1","0",0.023673342,189.0846,"OUT018","1","3","2",5350.3688,"train","1",4
"1105","NCM06","7.475","0",0.075881475,155.2656,"OUT045","0","2","1",2934.8464,"train","2",11
"1106","NCA54","16.5","0",0.061330521,178.7318,"OUT010","0","3","0",360.8636,"train","2",15
"1107","FDT46","11.35","0",0.030869612,49.8008,"OUT045","0","2","1",708.4112,"train","0",11
"1108","FDH20","16.1","1",0.024944396,95.441,"OUT035","0","2","1",2220.443,"train","0",9
"1109","FDT38","18.7","0",0.057654132,83.1566,"OUT045","0","2","1",1606.5754,"train","0",11
"1110","NCI17","8.645","0",0.143713508,96.641,"OUT045","0","2","1",868.869,"train","2",11
"1111","FDO40","17.1","0",0.032812669,147.1392,"OUT017","0","2","1",2237.088,"train","0",6
"1112","FDP12","9.8","1",0.045266806,36.9874,"OUT046","0","1","1",705.748,"train","0",16
"1113","FDI44",NA,"0",0.099747488,75.2328,"OUT027","1","3","3",1544.656,"train","0",28
"1114","FDB21",NA,"0",0.0659527800739932,242.9854,"OUT027","1","3","3",6767.1912,"train","0",28
"1115","FDG16","15.25","0",0.089742065,213.7192,"OUT013","2","3","1",1078.596,"train","0",26
"1116","NCZ42","10.5","0",0.011351778,236.5248,"OUT017","0","2","1",4029.4216,"train","2",6
"1117","NCJ30","5.82","0",0.081096613,170.379,"OUT017","0","2","1",1018.674,"train","2",6
"1118","FDV49","10","0",0.025827199,263.2226,"OUT046","0","1","1",3700.5164,"train","0",16
"1119","NCO43","5.5","0",0.0659527800739932,103.1016,"OUT045","0","2","1",2024.032,"train","2",11
"1120","NCF18","18.35","0",0.148938624,191.9504,"OUT010","0","3","0",767.0016,"train","2",15
"1121","NCX41","19","0",0.0659527800739932,211.0244,"OUT010","0","3","0",1482.0708,"train","2",15
"1122","FDY11","6.71","1",0.029535852,67.5142,"OUT013","2","3","1",593.2278,"train","0",26
"1123","FDU46","10.3","1",0.011143599,88.254,"OUT049","1","1","1",1125.202,"train","0",14
"1124","NCI18","18.35","0",0.014045832,222.7746,"OUT049","1","1","1",1570.6222,"train","2",14
"1125","FDL38","13.8","1",0.014730322,90.9172,"OUT035","0","2","1",2141.2128,"train","0",9
"1126","FDY60","10.5","1",0.026520107,144.8128,"OUT017","0","2","1",2157.192,"train","0",6
"1127","FDF53","20.75","1",0.083736551,178.7318,"OUT049","1","1","1",3428.2042,"train","0",14
"1128","NCM05",NA,"0",0.059557164,263.7226,"OUT027","1","3","3",6872.3876,"train","2",28
"1129","FDR13","9.895","1",0.028837829,117.8492,"OUT018","1","3","2",1506.0396,"train","0",4
"1130","FDA49",NA,"0",0.113669629,89.0198,"OUT019","0","1","0",174.4396,"train","0",28
"1131","FDY52",NA,"0",0.012865901,59.3536,"OUT019","0","1","0",122.5072,"train","0",28
"1132","FDL02",NA,"1",0.182236555,107.1622,"OUT019","0","1","0",211.7244,"train","0",28
"1133","FDO24","11.1","0",0.176069023,156.7604,"OUT013","2","3","1",1901.5248,"train","0",26
"1134","FDM08","10.1","1",0.053574075,223.7088,"OUT035","0","2","1",2684.5056,"train","0",9
"1135","FDJ02",NA,"1",0.044063785,147.2418,"OUT019","0","1","0",294.2836,"train","0",28
"1136","FDW40","14","1",0.105573769,143.9812,"OUT018","1","3","2",1139.8496,"train","0",4
"1137","FDT46",NA,"0",0.030657949,50.5008,"OUT027","1","3","3",1012.016,"train","0",28
"1138","FDY08","9.395","1",0.172042892,139.9838,"OUT017","0","2","1",1966.7732,"train","0",6
"1139","FDM21",NA,"0",0.064052392,256.1646,"OUT027","1","3","3",7472.2734,"train","0",28
"1140","FDH26",NA,"1",0.034531702,142.2496,"OUT027","1","3","3",2399.5432,"train","0",28
"1141","NCM42","6.13","0",0.028365524,110.0912,"OUT049","1","1","1",1637.868,"train","2",14
"1142","FDW13","8.5","0",0.097866209,51.1324,"OUT035","0","2","1",1350.2424,"train","0",9
"1143","FDN04",NA,"1",0.01401884,178.1344,"OUT027","1","3","3",3747.1224,"train","0",28
"1144","NCD07","9.1","0",0.0659527800739932,114.4518,"OUT046","0","1","1",1593.9252,"train","2",16
"1145","FDB34","15.25","0",0.044539371,85.3198,"OUT010","0","3","0",261.6594,"train","0",15
"1146","FDD09","13.5","0",0.0659527800739932,179.9976,"OUT013","2","3","1",4889.6352,"train","0",26
"1147","DRH59","10.8","0",0.0659527800739932,72.338,"OUT049","1","1","1",805.618,"train","1",14
"1148","DRN36","15.2","0",0.050168354,95.3752,"OUT035","0","2","1",1438.128,"train","1",9
"1149","DRA24","19.35","1",0.040154087,164.6868,"OUT017","0","2","1",1146.5076,"train","1",6
"1150","FDY36",NA,"0",0.009364957,74.238,"OUT027","1","3","3",1171.808,"train","0",28
"1151","FDG34","11.5","1",0.037539164,106.9254,"OUT013","2","3","1",3038.7112,"train","0",26
"1152","FDK43","9.8","0",0.026992588,127.302,"OUT017","0","2","1",2277.036,"train","0",6
"1153","NCM06","7.475","0",0.076156245,156.4656,"OUT017","0","2","1",2008.0528,"train","2",6
"1154","FDK22","9.8","0",0.026192765,215.685,"OUT018","1","3","2",649.155,"train","0",4
"1155","FDF21",NA,"1",0.058542509,188.353,"OUT027","1","3","3",4364.319,"train","0",28
"1156","FDO33","14.75","0",0.089686322,115.3518,"OUT018","1","3","2",1821.6288,"train","0",4
"1157","NCO43","5.5","0",0.047364617,100.0016,"OUT017","0","2","1",708.4112,"train","2",6
"1158","FDX15","17.2","0",0.156269303,159.6578,"OUT035","0","2","1",3048.6982,"train","0",9
"1159","FDS10","19.2","0",0.035185588,181.3318,"OUT046","0","1","1",1443.4544,"train","0",16
"1160","FDD46",NA,"0",0.247321039,152.3998,"OUT019","0","1","0",153.7998,"train","0",28
"1161","FDV22","14.85","1",0.009979271,155.763,"OUT018","1","3","2",3129.26,"train","0",4
"1162","NCR29","7.565","0",0.054863459,58.393,"OUT018","1","3","2",509.337,"train","2",4
"1163","FDU34","18.25","0",0.075620262,123.8046,"OUT017","0","2","1",3486.1288,"train","0",6
"1164","FDZ35","9.6","1",0.02236923,104.799,"OUT018","1","3","2",1341.587,"train","0",4
"1165","FDA26","7.855","1",0.073906461,218.4482,"OUT035","0","2","1",4819.0604,"train","0",9
"1166","FDP38","10.1","0",0.032283676,52.2008,"OUT017","0","2","1",759.012,"train","0",6
"1167","FDT22","10.395","0",0.11207602,58.022,"OUT035","0","2","1",659.142,"train","0",9
"1168","FDA50","16.25","0",0.087668236,94.941,"OUT017","0","2","1",1737.738,"train","0",6
"1169","FDY10","17.6","0",0.049067877,115.6176,"OUT046","0","1","1",2519.3872,"train","0",16
"1170","FDC09","15.5","1",0.026355345,100.8332,"OUT045","0","2","1",1537.998,"train","0",11
"1171","FDT19","7.59","1",0.145631695,172.808,"OUT018","1","3","2",2250.404,"train","0",4
"1172","FDO34",NA,"0",0.029793955,167.2816,"OUT027","1","3","3",5704.5744,"train","0",28
"1173","NCV54","11.1","0",0.033160417,119.6124,"OUT049","1","1","1",2251.7356,"train","2",14
"1174","FDH57",NA,"0",0.035574413,131.4284,"OUT027","1","3","3",5404.9644,"train","0",28
"1175","FDA28","16.1","1",0.047801883,127.4362,"OUT046","0","1","1",2265.0516,"train","0",16
"1176","FDB05","5.155","0",0.083198341,246.0776,"OUT046","0","1","1",990.7104,"train","0",16
"1177","FDK45",NA,"0",0.059281315,111.586,"OUT019","0","1","0",339.558,"train","0",28
"1178","DRH01",NA,"0",0.171417316,173.0738,"OUT019","0","1","0",347.5476,"train","1",28
"1179","FDY52","6.365","0",0.007348286,62.8536,"OUT046","0","1","1",796.2968,"train","0",16
"1180","FDR48","11.65","0",0.0659527800739932,152.6024,"OUT035","0","2","1",303.6048,"train","0",9
"1181","FDY15","18.25","1",0.170795745,154.463,"OUT035","0","2","1",2190.482,"train","0",9
"1182","FDM51","11.8","1",0.025966531,102.2674,"OUT049","1","1","1",2444.8176,"train","0",14
"1183","FDR43","18.2","0",0.161489509,37.619,"OUT046","0","1","1",366.19,"train","0",16
"1184","FDW09","13.65","1",0.025899245,81.1302,"OUT013","2","3","1",792.302,"train","0",26
"1185","FDV44","8.365","1",0.039906377,191.3188,"OUT049","1","1","1",1713.7692,"train","0",14
"1186","DRH37",NA,"0",0.072864869,165.2526,"OUT019","0","1","0",822.263,"train","1",28
"1187","FDZ47","20.7","1",0.079419755,99.8042,"OUT049","1","1","1",1488.063,"train","0",14
"1188","NCP43","17.75","0",0.03050705,180.366,"OUT046","0","1","1",2336.958,"train","2",16
"1189","FDL26","18","0",0.073490977,157.3972,"OUT018","1","3","2",778.986,"train","0",4
"1190","DRM35","9.695","0",0.070843019,177.7344,"OUT017","0","2","1",1605.9096,"train","1",6
"1191","FDM39","6.42","0",0.053688479,178.3002,"OUT018","1","3","2",2328.3026,"train","0",4
"1192","DRD15","10.6","0",0.056911107,233.9642,"OUT045","0","2","1",3717.8272,"train","1",11
"1193","NCK06","5.03","0",0.014472516,122.0756,"OUT010","0","3","0",121.1756,"train","2",15
"1194","FDV04","7.825","1",0.150319469,156.9288,"OUT045","0","2","1",1571.288,"train","0",11
"1195","FDG46",NA,"1",0.032750291,112.1518,"OUT027","1","3","3",5351.0346,"train","0",28
"1196","FDO19","17.7","1",0.016622448,50.2034,"OUT049","1","1","1",1166.4816,"train","0",14
"1197","NCN05","8.235","0",0.014482153,182.295,"OUT049","1","1","1",3661.9,"train","2",14
"1198","DRA12","11.6","0",0.0659527800739932,141.6154,"OUT045","0","2","1",3829.0158,"train","1",11
"1199","FDJ02","17.2","1",0.025205909,149.1418,"OUT049","1","1","1",1177.1344,"train","0",14
"1200","NCK17","11","0",0.037971697,38.948,"OUT045","0","2","1",519.324,"train","2",11
"1201","FDO58","19.6","0",0.039544237,163.6526,"OUT013","2","3","1",1151.1682,"train","0",26
"1202","FDB22","8.02","0",0.111613921,152.6998,"OUT049","1","1","1",3383.5956,"train","0",14
"1203","FDG33","5.365","1",0.140524691,172.7764,"OUT045","0","2","1",2233.0932,"train","0",11
"1204","FDK58","11.35","1",0.045073782,101.9016,"OUT045","0","2","1",2631.2416,"train","0",11
"1205","DRH49",NA,"0",0.043168763,82.8592,"OUT019","0","1","0",165.1184,"train","1",28
"1206","FDT43","16.35","0",0.020547951,51.2324,"OUT046","0","1","1",571.2564,"train","0",16
"1207","NCR38","17.25","0",0.113694957,253.4724,"OUT049","1","1","1",6040.1376,"train","2",14
"1208","DRI39","13.8","0",0.097043739,57.493,"OUT035","0","2","1",1358.232,"train","1",9
"1209","NCZ05","8.485","0",0.058121214,104.499,"OUT035","0","2","1",1238.388,"train","2",9
"1210","FDU21","11.8","1",0.07665661,32.3558,"OUT013","2","3","1",169.779,"train","0",26
"1211","NCP54","15.35","0",0.035204319,122.873,"OUT049","1","1","1",2832.979,"train","2",14
"1212","NCX29","10","0",0.089333332,145.6102,"OUT045","0","2","1",2624.5836,"train","2",11
"1213","FDV01","19.2","1",0.0659527800739932,153.3314,"OUT017","0","2","1",3257.7594,"train","0",6
"1214","NCS17","18.6","0",0.080956792,95.2436,"OUT017","0","2","1",1796.3284,"train","2",6
"1215","NCN07","18.5","0",0.03391645,130.9284,"OUT013","2","3","1",1713.7692,"train","2",26
"1216","FDB14","20.25","1",0.102704495,94.312,"OUT035","0","2","1",2982.784,"train","0",9
"1217","NCJ18","12.35","0",0.163910938,119.2124,"OUT035","0","2","1",1303.6364,"train","2",9
"1218","FDF57","14.5","1",0.058827383,172.2448,"OUT046","0","1","1",2897.5616,"train","0",16
"1219","DRG01","14.8","0",0.044840933,78.367,"OUT013","2","3","1",918.804,"train","1",26
"1220","FDA02","14","1",0.029843736,143.9786,"OUT018","1","3","2",866.8716,"train","0",4
"1221","DRJ37","10.8","0",0.061446997,150.4024,"OUT017","0","2","1",2884.2456,"train","1",6
"1222","NCP55","14.65","0",0.011180713,53.8614,"OUT013","2","3","1",221.0456,"train","2",26
"1223","FDW45",NA,"0",0.038822077,147.7418,"OUT027","1","3","3",1618.5598,"train","0",28
"1224","FDK38","6.65","0",0.053397989,149.3734,"OUT045","0","2","1",296.9468,"train","0",11
"1225","NCZ30","6.59","0",0.043828293,121.4098,"OUT010","0","3","0",241.0196,"train","2",15
"1226","FDK08",NA,"1",0.214139786,102.4016,"OUT019","0","1","0",202.4032,"train","0",28
"1227","DRY23","9.395","1",0.109075742,42.9112,"OUT035","0","2","1",426.112,"train","1",9
"1228","FDT31","19.75","0",0.012448294,188.2872,"OUT046","0","1","1",2647.2208,"train","0",16
"1229","FDU52","7.56","0",0.064030636,154.463,"OUT018","1","3","2",2503.408,"train","0",4
"1230","NCG19","20.25","0",0.14781046,234.8616,"OUT013","2","3","1",2812.3392,"train","2",26
"1231","NCR30","20.6","0",0.071136948,76.3696,"OUT045","0","2","1",372.848,"train","2",11
"1232","FDN23","6.575","1",0.07566089,145.4444,"OUT045","0","2","1",2612.5992,"train","0",11
"1233","FDQ01","19.7","1",0.16102755,254.1014,"OUT045","0","2","1",4845.0266,"train","0",11
"1234","FDO22","13.5","1",0.029893094,81.096,"OUT010","0","3","0",159.792,"train","0",15
"1235","DRE13","6.28","0",0.027761289,85.8198,"OUT045","0","2","1",872.198,"train","1",11
"1236","FDL44","18.25","0",0.012272797,160.2894,"OUT035","0","2","1",3235.788,"train","0",9
"1237","FDT34","9.3","0",0.174317307,106.7964,"OUT035","0","2","1",841.5712,"train","0",9
"1238","DRM23","16.6","0",0.135707553,170.6422,"OUT035","0","2","1",1379.5376,"train","1",9
"1239","FDF32","16.35","0",0.068219025,198.9426,"OUT045","0","2","1",3559.3668,"train","0",11
"1240","NCE18","10","0",0.021468792,251.675,"OUT045","0","2","1",4244.475,"train","2",11
"1241","FDA51",NA,"1",0.163882129,113.2518,"OUT027","1","3","3",3415.554,"train","0",28
"1242","DRZ24","7.535","0",0.082250143,118.344,"OUT017","0","2","1",3115.944,"train","1",6
"1243","FDT48","4.92","0",0.046026479,196.5084,"OUT049","1","1","1",3769.7596,"train","0",14
"1244","DRG11","6.385","0",0.0659527800739932,108.9596,"OUT046","0","1","1",1186.4556,"train","1",16
"1245","FDE58","18.5","0",0.052149675,118.3124,"OUT049","1","1","1",1540.6612,"train","0",14
"1246","DRA12","11.6","0",0.040911824,142.3154,"OUT013","2","3","1",2552.6772,"train","1",26
"1247","FDP60","17.35","0",0.056235142,102.0016,"OUT017","0","2","1",1619.2256,"train","0",6
"1248","FDT10","16.7","1",0.062170334,60.9562,"OUT045","0","2","1",829.5868,"train","0",11
"1249","FDE05","10.895","1",0.032427039,147.7102,"OUT013","2","3","1",1166.4816,"train","0",26
"1250","FDC32","18.35","0",0.099309997,91.4462,"OUT045","0","2","1",1665.8316,"train","0",11
"1251","FDJ22","18.75","0",0.05310896,193.6504,"OUT017","0","2","1",2876.256,"train","0",6
"1252","NCH18","9.3","0",0.044843161,246.1802,"OUT018","1","3","2",2702.4822,"train","2",4
"1253","DRE37",NA,"0",0.164966345,189.4872,"OUT019","0","1","0",189.0872,"train","1",28
"1254","DRC13","8.26","1",0.032435437,124.873,"OUT035","0","2","1",2956.152,"train","1",9
"1255","FDG47","12.8","0",0.06961884,260.3252,"OUT046","0","1","1",8132.0812,"train","0",16
"1256","FDY55","16.75","0",0.08165147,258.3988,"OUT018","1","3","2",1541.9928,"train","0",4
"1257","NCW29",NA,"0",0.028723187,131.831,"OUT027","1","3","3",3635.268,"train","2",28
"1258","NCT05","10.895","0",0.020994339,255.6672,"OUT045","0","2","1",4346.3424,"train","2",11
"1259","FDN50","16.85","1",0.026561057,93.712,"OUT049","1","1","1",466.06,"train","0",14
"1260","FDU60","20","1",0.100262068,169.6132,"OUT010","0","3","0",169.1132,"train","0",15
"1261","FDX02","16","0",0.057012606,225.0404,"OUT013","2","3","1",5851.0504,"train","0",26
"1262","FDL34","16","0",0.041009558,141.2496,"OUT049","1","1","1",2681.8424,"train","0",14
"1263","DRF27","8.93","0",0.028578012,152.234,"OUT017","0","2","1",3828.35,"train","1",6
"1264","FDZ35","9.6","1",0.0659527800739932,101.699,"OUT049","1","1","1",2373.577,"train","0",14
"1265","DRF03",NA,"0",0.045088724,39.7138,"OUT027","1","3","3",1096.5726,"train","1",28
"1266","NCO41",NA,"0",0.018757586,96.9384,"OUT027","1","3","3",2167.8448,"train","2",28
"1267","FDQ59","9.8","1",0.056500895,85.8908,"OUT045","0","2","1",1845.5976,"train","0",11
"1268","NCZ53","9.6","0",0.024576875,186.6214,"OUT018","1","3","2",1884.214,"train","2",4
"1269","FDZ33",NA,"0",0.188038372,146.4076,"OUT019","0","1","0",147.8076,"train","0",28
"1270","FDD34","7.945","0",0.015908485,161.421,"OUT045","0","2","1",3425.541,"train","0",11
"1271","NCM06","7.475","0",0.075845634,156.0656,"OUT049","1","1","1",1853.5872,"train","2",14
"1272","FDY43","14.85","0",0.098803088,169.7474,"OUT018","1","3","2",673.7896,"train","0",4
"1273","DRM23","16.6","0",0.227189581,173.9422,"OUT010","0","3","0",172.4422,"train","1",15
"1274","FDT20","10.5","0",0.041459804,39.2164,"OUT049","1","1","1",540.6296,"train","0",14
"1275","FDG46","8.63","1",0.032882271,113.5518,"OUT013","2","3","1",2732.4432,"train","0",26
"1276","FDH10","21","0",0.049583899,193.8478,"OUT017","0","2","1",1162.4868,"train","0",6
"1277","FDF24","15.5","1",0.02536567,82.7934,"OUT035","0","2","1",1228.401,"train","0",9
"1278","FDG57","14.7","0",0.07229836,48.2034,"OUT046","0","1","1",874.8612,"train","0",16
"1279","FDN44","13.15","0",0.022924552,157.892,"OUT017","0","2","1",1917.504,"train","0",6
"1280","FDD32","17.7","1",0.040897932,82.6276,"OUT013","2","3","1",731.0484,"train","0",26
"1281","FDI04",NA,"1",0.127660257,198.5426,"OUT019","0","1","0",790.9704,"train","0",28
